Code name,Actual name,Description
item.NetherIngot.*.1,Nether Ingot,Smelt a magma ore and you get this. A mineral used to make the nether tool set. 
tile.NetherBomb.*.1,Nether Bomb,"Used for mining or blowing stuff up, the Nether Bomb has a 4x bigger blast then normal TNT."
tile.MagmaOre.*.1,Magma Ore,Found in the nether and when smelted you get a Nether Ingot.
tile.NetherTorch.*.1,Nether Torch,Basically a torch version of glowstone.

THEAPATHETIC'S MODS
Toggle Blocks
,Tiny Toggle Block,Gives you 3 change blocks.
,Small Toggle Block,Gives you 10 change blocks.
,Medium Toggle Block,Gives you 25 change blocks.
,Large Toggle Block,Gives you 50 change blocks.
,Change Block,Special block that you can only gain from toggle blocks. It allows you to designate what changes when the toggle blocks is powered.
,Toggle Block Assistant,"Assistant spoofs the blocks - so you simple take it from the toggleblock, and right click another block it the world.
As long as its not opaque it will take that form"
,Toggle Block  Scanner,The scanner allows you to figure out what flags you need to set for special blocks( like doors or pistons) by selecting them and checking the last 4 numbers.
Secret Switches
,Wooden Pressure Plate Secret Switch,"Works like a wooden pressure plate, but its seeeeecret."
,Stone Pressure Plate Secret Switch,"Works like a stone pressure plate, but its seeeeecret."
,Obsidian Secret Switch,"Works as as a player only pressure plate, but its seeeeecret."
,Button Secret Switch,"Works like a button, but its seeeeecret."
,Lever Secret Switch,"Works like a lever, but its seeeeecret."
,Light Sensor,"Works as a light sensor, you set the time, and it will always give a redstone signal at that time. Its also very seeeeeecreeeeet."

,Credits:,"TheEnlightened(Names, some descriptions), JonReed (some descriptions)"

CRAFT GUIDE
item.CraftGuideItem.*.1,CraftGuide,"Just right click while holding it, to see every crafting, furnace, and brewing recipes in the game."

,Credits:,"TheEnlightened(Names, descriptions)"

ZEPPELIN
tile.Controller.airship.1,Airship Controller,"Moves in all directions. These includes up, down, forward, backward, right and left."
tile.Controller.ship.1,Ship Controller,"Moves in some directions. These include forward, backward, right, and left."
tile.Controller.elevator.1,Elevator Controller,Moves in some directions. These include up and down.
tile.Controller.turntable.1,Turntable Controller,"Moves in some directions. As the name implies, the turntable can only turn to the left or right."
item.zeppelin.remote.1,Remote Controller,Allows you to control other stationary controllers remotely.  Right click a controller block to establish a link.
tile.compass.*.1,Compass Block,"This block works similarly to a handheld compass, only it will always point Notch-North (towards the rising sun) instead of towards your spawn point, and can be placed on top of another block for a stationary instrument."

,Credits:,"TheEnlightened(Names, descriptions)"
,,"nukularpower (codes names, minor edit)"
PERONIX'S MODS
tile.speakerBlock.*.1,Speaker Block,Play your own music by designating a path. Can be activated with redstone. Make a custom game soundtrack.
tile.fanBlock.*.1,Fan Block,Create anything from a light breeze to a roaring wind with this block.
tile.spikeBlock.*.1,Spikes,Nothing says dungeon like a wall covered in spikes trying to kill you. Very dangerous.
Sensor Blocks
Wood Sensor.2.1,Wooden Sensor,Detects any entities within a 15 meter line in front of it.
Stone Sensor.0.1,Stone Sensor,Detects only living entities within a 15 meter line in front of it.
Iron Sensor.1.1,Iron Sensor,Detects only players within a 15 meter line in front of it.
Nether Sensor.3.1,Nether Sensor,Detects only hostile entities within a 15 meter line in front of it.

,Credits:,"JonReed(Names, Descriptions, Code-Names(tomorrow))"

BABY ANIMALS
item.squickenEgg.*.1,Squicken Egg,This adorable egg will hatch an even more adorable baby squid!
item.miraclePotion.*.1,Miracle Potion,"Give an adult animal a Miracle Potion and after some time, it will have a new tame baby. 
Cows take 9 full Minecraft days, sheep take 5 days, pigs take 4 days and wolves 
take 2 days. A full Minecraft day is 20 minutes. Sleeping does not speed this up.
"
item.lasso.*.1,Lasso,"Right-click with the lasso to get your animal to follow you closely. Best only
used for short periods. Right click again to release. Can be used alone or in 
conjunction with seeds - giving an adult or baby animal seeds will also make it follow you, but not as closely as the Lasso."
item.fertileEgg.*.1,Fertile Egg,This brown egg is guaranteed to hatch a chick if thrown.
tile.Hay.*.1,Hay Bale,Decorative blocks of hay for your tame livestock.

,credz:,Nukularpower
